   GoodVibes v3.2 2024/04/17 11:10:30
   Citation: Luchini, G.; Alegre-Requena, J. V.; Funes-Ardoiz, I.; Paton, R. S. F1000Research, 2020, 9, 291.
   GoodVibes version 3.2 DOI: 10.12688/f1000research.22758.1

o  Requested: --spc spc_nbo -c 1 --csv 

   Temperature = 298.15 Kelvin   Concentration = 1.0 mol/L
   All energetic values below shown in Hartree unless otherwise specified.

   Using vibrational scale factor 1.0 for PBE1PBE/6-31+G(d) level of theory

   Caution! Implicit solvation (SMD/CPCM) detected. Enthalpic and entropic terms cannot be safely separated. Use them at your own risk!

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964

   Combining final single point energy with thermal corrections.

   Structure,E_SPC,E,ZPE,H_SPC,T.S,T.qh-S,G(T)_SPC,qh-G(T)_SPC,
o  K3b_inactive_censo_ensemble_clustered_conf_03_opt,-938.998913,-938.697739,0.332818,-938.645517,0.067801,0.063560,-938.713318,-938.709077,
o  K3b_inactive_censo_ensemble_clustered_conf_04_opt,-938.997595,-938.696538,0.332997,-938.643998,0.068520,0.063869,-938.712518,-938.707868,
o  K3b_inactive_censo_ensemble_clustered_conf_06_opt,-938.999683,-938.698219,0.332457,-938.646418,0.069531,0.064632,-938.715950,-938.711051,
o  K3b_inactive_censo_ensemble_clustered_conf_08_opt,-938.997520,-938.696271,0.332820,-938.644130,0.067752,0.063660,-938.711883,-938.707791,
o  K3b_inactive_censo_ensemble_clustered_conf_09_opt,-938.997407,-938.696173,0.332588,-938.644149,0.068388,0.063947,-938.712538,-938.708096,
o  K3b_inactive_censo_ensemble_clustered_conf_10_opt,-938.997839,-938.696823,0.333405,-938.643924,0.068078,0.063574,-938.712002,-938.707499,
o  K3b_pyridinium_censo_ensemble_clustered_conf_01_opt,-937.822248,-937.521708,0.309694,-937.492159,0.068899,0.063778,-937.561058,-937.555937,
o  K3b_pyridinium_censo_ensemble_clustered_conf_02_opt,-937.822310,-937.521731,0.309897,-937.492089,0.068409,0.063440,-937.560498,-937.555529,
o  K3b_pyridinium_censo_ensemble_clustered_conf_03_opt,-937.822311,-937.521731,0.309826,-937.492104,0.069120,0.063762,-937.561223,-937.555866,
o  K3b_pyridinium_censo_ensemble_clustered_conf_05_opt,-937.822180,-937.521694,0.309792,-937.492112,0.067898,0.063243,-937.560010,-937.555355,
o  K3b_pyridinium_censo_ensemble_clustered_conf_06_opt,-937.823765,-937.523220,0.310098,-937.493540,0.066824,0.062702,-937.560364,-937.556242,
o  K3b_pyridinium_censo_ensemble_clustered_conf_10_opt,-937.822338,-937.521678,0.309866,-937.492152,0.068203,0.063358,-937.560355,-937.555510,
o  K3b_reduced_censo_ensemble_clustered_conf_01_opt,-938.560181,-938.259651,0.319352,-938.220259,0.067537,0.063492,-938.287796,-938.283751,
o  K3b_reduced_censo_ensemble_clustered_conf_02_opt,-938.560179,-938.259628,0.319167,-938.220307,0.069092,0.064204,-938.289398,-938.284511,
o  K3b_reduced_censo_ensemble_clustered_conf_03_opt,-938.554742,-938.254537,0.318909,-938.215136,0.068938,0.064079,-938.284074,-938.279214,
o  K3b_reduced_censo_ensemble_clustered_conf_07_opt,-938.554698,-938.254529,0.319205,-938.215010,0.067529,0.063327,-938.282539,-938.278337,
o  K3b_reduced_censo_ensemble_clustered_conf_10_opt,-938.557765,-938.257168,0.319085,-938.217923,0.068992,0.064280,-938.286914,-938.282203,
o  K4a_inactive_censo_ensemble_clustered_conf_01_opt,-860.421095,-860.144502,0.276289,-860.127009,0.062099,0.058357,-860.189108,-860.185366,
o  K4a_pyridinium_censo_ensemble_clustered_conf_01_opt,-859.241369,-858.965748,0.254167,-858.970209,0.060134,0.056585,-859.030343,-859.026794,
o  K4a_reduced_censo_ensemble_clustered_conf_01_opt,-859.981427,-859.705164,0.263298,-859.700434,0.063048,0.058627,-859.763483,-859.759061,
o  K4a_reduced_censo_ensemble_clustered_conf_02_opt,-859.983142,-859.707227,0.263672,-859.702012,0.061646,0.057731,-859.763658,-859.759744,
o  K4a_reduced_censo_ensemble_clustered_conf_03_opt,-859.983050,-859.707130,0.263708,-859.701881,0.061793,0.057786,-859.763674,-859.759667,
o  K4a_reduced_censo_ensemble_clustered_conf_04_opt,-859.984581,-859.708856,0.263689,-859.703464,0.061740,0.057670,-859.765203,-859.761134,
o  K4a_reduced_censo_ensemble_clustered_conf_06_opt,-859.979252,-859.702779,0.263432,-859.698082,0.063416,0.058929,-859.761498,-859.757012,
o  K4b_inactive_censo_ensemble_clustered_conf_01_opt,-899.703195,-899.414322,0.304507,-899.379468,0.064688,0.060981,-899.444157,-899.440449,
o  K4b_pyridinium_censo_ensemble_clustered_conf_01_opt,-898.528536,-898.240342,0.281898,-898.227876,0.064057,0.060189,-898.291932,-898.288065,
o  K4b_pyridinium_censo_ensemble_clustered_conf_02_opt,-898.528837,-898.240601,0.281816,-898.228123,0.065201,0.060698,-898.293324,-898.288820,
o  K4b_pyridinium_censo_ensemble_clustered_conf_03_opt,-898.528837,-898.240602,0.281828,-898.228123,0.065088,0.060652,-898.293211,-898.288775,
o  K4b_reduced_censo_ensemble_clustered_conf_01_opt,-899.270598,-898.982432,0.291193,-898.960280,0.065330,0.060954,-899.025611,-899.021235,
o  K4b_reduced_censo_ensemble_clustered_conf_03_opt,-899.268673,-898.980100,0.291220,-898.958183,0.066168,0.061585,-899.024352,-899.019768,
o  K4b_reduced_censo_ensemble_clustered_conf_04_opt,-899.271979,-898.983946,0.291626,-898.961414,0.064347,0.060446,-899.025761,-899.021860,
o  K4b_reduced_censo_ensemble_clustered_conf_07_opt,-899.262935,-898.975153,0.291102,-898.952622,0.065624,0.061144,-899.018247,-899.013766,
o  K6a_inactive_censo_ensemble_clustered_conf_01_opt,-974.903326,-974.584303,0.310521,-974.572692,0.067989,0.063358,-974.640681,-974.636051,
o  K6a_pyridinium_censo_ensemble_clustered_conf_04_opt,-973.724968,-973.406640,0.288381,-973.417398,0.064379,0.060759,-973.481778,-973.478157,
o  K6a_pyridinium_censo_ensemble_clustered_conf_06_opt,-973.721661,-973.403528,0.287987,-973.414200,0.067036,0.062261,-973.481236,-973.476461,
o  K6a_pyridinium_censo_ensemble_clustered_conf_08_opt,-973.721661,-973.403528,0.287962,-973.414206,0.067405,0.062451,-973.481612,-973.476657,
o  K6a_pyridinium_censo_ensemble_clustered_conf_10_opt,-973.723385,-973.405341,0.288389,-973.415886,0.063567,0.060383,-973.479453,-973.476268,
o  K6a_reduced_censo_ensemble_clustered_conf_01_opt,-974.457933,-974.139815,0.297291,-974.140978,0.064513,0.061340,-974.205491,-974.202318,
o  K6a_reduced_censo_ensemble_clustered_conf_02_opt,-974.458698,-974.140290,0.297201,-974.141685,0.065792,0.061997,-974.207477,-974.203682,
o  K6a_reduced_censo_ensemble_clustered_conf_03_opt,-974.454863,-974.136694,0.296735,-974.138050,0.068078,0.063330,-974.206128,-974.201380,
o  K6b_inactive_censo_ensemble_clustered_conf_01_opt,-1014.186800,-1013.855567,0.338455,-1013.826754,0.070641,0.065985,-1013.897395,-1013.892739,
o  K6b_inactive_censo_ensemble_clustered_conf_02_opt,-1014.185726,-1013.854342,0.338540,-1013.825504,0.071491,0.066429,-1013.896995,-1013.891933,
o  K6b_inactive_censo_ensemble_clustered_conf_03_opt,-1014.185333,-1013.854041,0.338273,-1013.825380,0.071089,0.066298,-1013.896470,-1013.891679,
o  K6b_inactive_censo_ensemble_clustered_conf_05_opt,-1014.185723,-1013.854632,0.338892,-1013.825295,0.070883,0.065997,-1013.896178,-1013.891292,
o  K6b_inactive_censo_ensemble_clustered_conf_07_opt,-1014.187722,-1013.856546,0.338608,-1013.827767,0.068291,0.064653,-1013.896058,-1013.892420,
o  K6b_inactive_censo_ensemble_clustered_conf_09_opt,-1014.185703,-1013.854616,0.338853,-1013.825300,0.071170,0.066116,-1013.896470,-1013.891417,
o  K6b_inactive_censo_ensemble_clustered_conf_10_opt,-1014.187535,-1013.856369,0.339083,-1013.827089,0.068426,0.064783,-1013.895514,-1013.891871,
o  K6b_pyridinium_censo_ensemble_clustered_conf_01_opt,-1013.009230,-1012.678710,0.315659,-1012.672241,0.071325,0.065858,-1012.743566,-1012.738098,
o  K6b_pyridinium_censo_ensemble_clustered_conf_04_opt,-1013.009230,-1012.678710,0.315661,-1012.672240,0.071311,0.065850,-1012.743551,-1012.738091,
o  K6b_pyridinium_censo_ensemble_clustered_conf_05_opt,-1013.009290,-1012.678693,0.315498,-1012.672435,0.071456,0.065919,-1012.743892,-1012.738355,
o  K6b_pyridinium_censo_ensemble_clustered_conf_07_opt,-1013.010247,-1012.679797,0.315585,-1012.673600,0.068504,0.064411,-1012.742104,-1012.738011,
o  K6b_pyridinium_censo_ensemble_clustered_conf_10_opt,-1013.011836,-1012.681059,0.315651,-1012.675026,0.069446,0.064903,-1012.744472,-1012.739929,
o  K6b_reduced_censo_ensemble_clustered_conf_01_opt,-1013.742318,-1013.411899,0.324829,-1013.395920,0.070630,0.065895,-1013.466550,-1013.461815,
o  K6b_reduced_censo_ensemble_clustered_conf_03_opt,-1013.745588,-1013.414962,0.324988,-1013.399191,0.069361,0.065179,-1013.468552,-1013.464370,
o  K6b_reduced_censo_ensemble_clustered_conf_05_opt,-1013.740297,-1013.409254,0.324643,-1013.393824,0.072266,0.067019,-1013.466090,-1013.460844,
o  K6b_reduced_censo_ensemble_clustered_conf_06_opt,-1013.745697,-1013.415002,0.324994,-1013.399331,0.068779,0.064935,-1013.468110,-1013.464266,
o  K6b_reduced_censo_ensemble_clustered_conf_07_opt,-1013.742388,-1013.411799,0.324643,-1013.396051,0.071536,0.066418,-1013.467587,-1013.462469,
o  K6b_reduced_censo_ensemble_clustered_conf_10_opt,-1013.745033,-1013.414632,0.325097,-1013.398709,0.067877,0.064357,-1013.466586,-1013.463066,
o  I1a_inactive_censo_ensemble_clustered_conf_01_opt,-845.616682,-845.343230,0.379403,-845.217560,0.065027,0.061281,-845.282587,-845.278841,
o  I1a_inactive_censo_ensemble_clustered_conf_03_opt,-845.615541,-845.341983,0.379094,-845.216620,0.065371,0.061659,-845.281991,-845.278279,
o  I1a_inactive_censo_ensemble_clustered_conf_04_opt,-845.616817,-845.343159,0.379459,-845.217587,0.065523,0.061603,-845.283110,-845.279190,
o  I1a_inactive_censo_ensemble_clustered_conf_05_opt,-845.616700,-845.343166,0.379125,-845.217787,0.064791,0.061330,-845.282578,-845.279117,
o  I1a_inactive_censo_ensemble_clustered_conf_06_opt,-845.615263,-845.341878,0.378960,-845.216379,0.065696,0.061898,-845.282076,-845.278277,
o  I1a_inactive_censo_ensemble_clustered_conf_07_opt,-845.612552,-845.338894,0.378904,-845.213714,0.065593,0.061849,-845.279307,-845.275563,
o  I1a_inactive_censo_ensemble_clustered_conf_08_opt,-845.612552,-845.338894,0.378904,-845.213714,0.065594,0.061849,-845.279308,-845.275563,
o  I1a_inactive_censo_ensemble_clustered_conf_09_opt,-845.614006,-845.340647,0.379334,-845.214908,0.064624,0.061299,-845.279533,-845.276207,
o  I1a_inactive_censo_ensemble_clustered_conf_10_opt,-845.611906,-845.338250,0.379118,-845.212898,0.065240,0.061732,-845.278138,-845.274630,
o  I1a_pyridinium_censo_ensemble_clustered_conf_01_opt,-844.433981,-844.161208,0.357416,-844.057620,0.063516,0.059944,-844.121136,-844.117564,
o  I1a_pyridinium_censo_ensemble_clustered_conf_02_opt,-844.434063,-844.161354,0.357451,-844.057710,0.063412,0.059895,-844.121122,-844.117605,
o  I1a_pyridinium_censo_ensemble_clustered_conf_04_opt,-844.431161,-844.158201,0.357220,-844.054853,0.063595,0.060211,-844.118447,-844.115064,
o  I1a_pyridinium_censo_ensemble_clustered_conf_05_opt,-844.431127,-844.158190,0.357217,-844.054778,0.064347,0.060510,-844.119126,-844.115288,
o  I1a_pyridinium_censo_ensemble_clustered_conf_06_opt,-844.435024,-844.162307,0.356924,-844.058986,0.063919,0.060169,-844.122905,-844.119156,
o  I1a_pyridinium_censo_ensemble_clustered_conf_07_opt,-844.435034,-844.162368,0.357380,-844.058779,0.062447,0.059407,-844.121226,-844.118186,
o  I1a_pyridinium_censo_ensemble_clustered_conf_08_opt,-844.429443,-844.156411,0.356556,-844.053520,0.065435,0.061177,-844.118955,-844.114697,
o  I1a_pyridinium_censo_ensemble_clustered_conf_10_opt,-844.434870,-844.161905,0.357065,-844.058702,0.064450,0.060349,-844.123152,-844.119051,
o  I1a_reduced_censo_ensemble_clustered_conf_01_opt,-845.165484,-844.892728,0.365290,-844.780245,0.065732,0.061798,-844.845977,-844.842044,
o  I1a_reduced_censo_ensemble_clustered_conf_03_opt,-845.162586,-844.889952,0.365167,-844.777337,0.066631,0.062473,-844.843968,-844.839809,
o  I1a_reduced_censo_ensemble_clustered_conf_04_opt,-845.166040,-844.893358,0.365411,-844.780809,0.065118,0.061444,-844.845927,-844.842253,
o  I1a_reduced_censo_ensemble_clustered_conf_05_opt,-845.164049,-844.891115,0.365316,-844.778789,0.065824,0.061856,-844.844613,-844.840645,
o  I1a_reduced_censo_ensemble_clustered_conf_06_opt,-845.165611,-844.892713,0.365394,-844.780287,0.065803,0.061900,-844.846090,-844.842187,
o  I1a_reduced_censo_ensemble_clustered_conf_09_opt,-845.162486,-844.889555,0.365238,-844.777187,0.066548,0.062290,-844.843735,-844.839477,
o  I1a_reduced_censo_ensemble_clustered_conf_10_opt,-845.160624,-844.887747,0.365177,-844.775267,0.068403,0.063434,-844.843670,-844.838700,
o  I1b_inactive_censo_ensemble_clustered_conf_01_opt,-884.898703,-884.613025,0.407694,-884.469819,0.067855,0.064060,-884.537674,-884.533879,
o  I1b_inactive_censo_ensemble_clustered_conf_02_opt,-884.898659,-884.613064,0.407575,-884.469809,0.068801,0.064449,-884.538610,-884.534258,
o  I1b_inactive_censo_ensemble_clustered_conf_03_opt,-884.897411,-884.611547,0.407667,-884.468533,0.067994,0.064205,-884.536526,-884.532738,
o  I1b_inactive_censo_ensemble_clustered_conf_04_opt,-884.898811,-884.612983,0.407119,-884.470277,0.068951,0.064711,-884.539229,-884.534988,
o  I1b_inactive_censo_ensemble_clustered_conf_06_opt,-884.894607,-884.608558,0.407581,-884.465690,0.068574,0.064626,-884.534263,-884.530316,
o  I1b_inactive_censo_ensemble_clustered_conf_07_opt,-884.894865,-884.608961,0.407780,-884.465810,0.068248,0.064382,-884.534058,-884.530192,
o  I1b_inactive_censo_ensemble_clustered_conf_08_opt,-884.895012,-884.609043,0.406917,-884.466593,0.069358,0.065012,-884.535951,-884.531605,
o  I1b_inactive_censo_ensemble_clustered_conf_09_opt,-884.896422,-884.610287,0.406987,-884.467902,0.069798,0.065192,-884.537701,-884.533095,
o  I1b_inactive_censo_ensemble_clustered_conf_10_opt,-884.896789,-884.610713,0.407761,-884.467895,0.067572,0.063976,-884.535467,-884.531871,
o  I1b_pyridinium_censo_ensemble_clustered_conf_01_opt,-883.718429,-883.433158,0.384294,-883.313007,0.069267,0.064601,-883.382274,-883.377607,
o  I1b_pyridinium_censo_ensemble_clustered_conf_03_opt,-883.718666,-883.433429,0.384763,-883.312999,0.067727,0.063871,-883.380726,-883.376870,
o  I1b_pyridinium_censo_ensemble_clustered_conf_04_opt,-883.718706,-883.433404,0.384396,-883.313297,0.068054,0.064069,-883.381351,-883.377366,
o  I1b_pyridinium_censo_ensemble_clustered_conf_05_opt,-883.718057,-883.432713,0.384482,-883.312562,0.068085,0.064104,-883.380647,-883.376666,
o  I1b_pyridinium_censo_ensemble_clustered_conf_07_opt,-883.718731,-883.433505,0.384687,-883.313132,0.067601,0.063828,-883.380734,-883.376960,
o  I1b_pyridinium_censo_ensemble_clustered_conf_08_opt,-883.718436,-883.433116,0.384701,-883.312764,0.068857,0.064308,-883.381621,-883.377072,
o  I1b_pyridinium_censo_ensemble_clustered_conf_09_opt,-883.720631,-883.435459,0.384130,-883.315404,0.068867,0.064251,-883.384271,-883.379655,
o  I1b_pyridinium_censo_ensemble_clustered_conf_10_opt,-883.721274,-883.436123,0.384282,-883.316058,0.067185,0.063515,-883.383243,-883.379573,
o  I1b_reduced_censo_ensemble_clustered_conf_01_opt,-884.452661,-884.167676,0.393035,-884.038076,0.069345,0.064972,-884.107421,-884.103048,
o  I1b_reduced_censo_ensemble_clustered_conf_03_opt,-884.450620,-884.165713,0.392957,-884.035894,0.070335,0.065683,-884.106229,-884.101577,
o  I1b_reduced_censo_ensemble_clustered_conf_04_opt,-884.452664,-884.167676,0.393029,-884.038080,0.069367,0.064985,-884.107447,-884.103065,
o  I1b_reduced_censo_ensemble_clustered_conf_05_opt,-884.451371,-884.166283,0.393317,-884.036592,0.068570,0.064587,-884.105162,-884.101179,
o  I1b_reduced_censo_ensemble_clustered_conf_06_opt,-884.452681,-884.167690,0.393171,-884.037912,0.069992,0.065419,-884.107904,-884.103331,
o  I1b_reduced_censo_ensemble_clustered_conf_07_opt,-884.453223,-884.168292,0.393780,-884.038255,0.067501,0.063945,-884.105755,-884.102200,
o  I1b_reduced_censo_ensemble_clustered_conf_08_opt,-884.453196,-884.168268,0.393757,-884.038226,0.067659,0.064022,-884.105886,-884.102249,
o  I1b_reduced_censo_ensemble_clustered_conf_09_opt,-884.450535,-884.165183,0.393227,-884.035793,0.069026,0.064862,-884.104819,-884.100655,
o  I1b_reduced_censo_ensemble_clustered_conf_10_opt,-884.450536,-884.165183,0.393225,-884.035795,0.069030,0.064866,-884.104824,-884.100660,
o  I2a_inactive_censo_ensemble_clustered_conf_01_opt,-769.174494,-768.934060,0.350553,-768.805588,0.062030,0.058716,-768.867618,-768.864304,
o  I2a_inactive_censo_ensemble_clustered_conf_02_opt,-769.173528,-768.933034,0.350497,-768.804694,0.061522,0.058593,-768.866217,-768.863287,
o  I2a_inactive_censo_ensemble_clustered_conf_03_opt,-769.171398,-768.930788,0.350872,-768.802212,0.060964,0.058454,-768.863176,-768.860666,
o  I2a_inactive_censo_ensemble_clustered_conf_04_opt,-769.171610,-768.930973,0.350516,-768.802622,0.062163,0.058988,-768.864785,-768.861609,
o  I2a_inactive_censo_ensemble_clustered_conf_05_opt,-769.170273,-768.929658,0.350543,-768.801250,0.062297,0.059115,-768.863546,-768.860364,
o  I2a_inactive_censo_ensemble_clustered_conf_06_opt,-769.174300,-768.933944,0.350573,-768.805324,0.062150,0.058916,-768.867474,-768.864239,
o  I2a_inactive_censo_ensemble_clustered_conf_08_opt,-769.171975,-768.931564,0.349977,-768.803257,0.064397,0.060071,-768.867654,-768.863328,
o  I2a_inactive_censo_ensemble_clustered_conf_09_opt,-769.172082,-768.931713,0.350432,-768.803172,0.062435,0.059025,-768.865606,-768.862197,
o  I2a_inactive_censo_ensemble_clustered_conf_10_opt,-769.171942,-768.931484,0.350677,-768.802834,0.063266,0.059387,-768.866101,-768.862221,
o  I2a_pyridinium_censo_ensemble_clustered_conf_01_opt,-767.987591,-767.747907,0.328362,-767.641535,0.060455,0.057431,-767.701990,-767.698966,
o  I2a_pyridinium_censo_ensemble_clustered_conf_03_opt,-767.988931,-767.749442,0.328353,-767.642941,0.060696,0.057442,-767.703638,-767.700383,
o  I2a_pyridinium_censo_ensemble_clustered_conf_05_opt,-767.986381,-767.746671,0.328377,-767.640466,0.059609,0.056902,-767.700075,-767.697368,
o  I2a_pyridinium_censo_ensemble_clustered_conf_06_opt,-767.989297,-767.749883,0.328593,-767.643137,0.059968,0.056998,-767.703105,-767.700135,
o  I2a_pyridinium_censo_ensemble_clustered_conf_08_opt,-767.989258,-767.749716,0.328091,-767.643409,0.061266,0.057677,-767.704675,-767.701086,
o  I2a_pyridinium_censo_ensemble_clustered_conf_09_opt,-767.986560,-767.747228,0.327906,-767.640830,0.060993,0.057764,-767.701823,-767.698593,
o  I2a_pyridinium_censo_ensemble_clustered_conf_10_opt,-767.987509,-767.748003,0.327797,-767.641772,0.062378,0.058375,-767.704150,-767.700147,
o  I2a_reduced_censo_ensemble_clustered_conf_01_opt,-768.728093,-768.488025,0.336882,-768.372671,0.063130,0.059309,-768.435801,-768.431980,
o  I2a_reduced_censo_ensemble_clustered_conf_04_opt,-768.725428,-768.485482,0.336853,-768.369998,0.063511,0.059547,-768.433509,-768.429545,
o  I2a_reduced_censo_ensemble_clustered_conf_05_opt,-768.728424,-768.488218,0.337191,-768.372827,0.062824,0.059051,-768.435652,-768.431878,
o  I2a_reduced_censo_ensemble_clustered_conf_06_opt,-768.728378,-768.488298,0.337056,-768.372869,0.063063,0.059210,-768.435931,-768.432079,
o  I2a_reduced_censo_ensemble_clustered_conf_07_opt,-768.725899,-768.485699,0.337066,-768.370361,0.062595,0.059018,-768.432956,-768.429379,
o  I2a_reduced_censo_ensemble_clustered_conf_08_opt,-768.724647,-768.484457,0.336855,-768.369211,0.063096,0.059354,-768.432307,-768.428565,
o  I2a_reduced_censo_ensemble_clustered_conf_09_opt,-768.728516,-768.488310,0.337199,-768.372997,0.062654,0.058965,-768.435651,-768.431962,
o  I2a_reduced_censo_ensemble_clustered_conf_10_opt,-768.723588,-768.483343,0.336458,-768.368247,0.065789,0.061109,-768.434036,-768.429356,
o  I2b_inactive_censo_ensemble_clustered_conf_01_opt,-808.456711,-808.204077,0.378837,-808.058039,0.064963,0.061523,-808.123001,-808.119561,
o  I2b_inactive_censo_ensemble_clustered_conf_03_opt,-808.455574,-808.202760,0.379110,-808.056766,0.064332,0.061208,-808.121098,-808.117974,
o  I2b_inactive_censo_ensemble_clustered_conf_04_opt,-808.456575,-808.203792,0.378606,-808.058016,0.066500,0.062337,-808.124516,-808.120353,
o  I2b_inactive_censo_ensemble_clustered_conf_05_opt,-808.453090,-808.200238,0.378565,-808.054546,0.065670,0.061998,-808.120217,-808.116544,
o  I2b_inactive_censo_ensemble_clustered_conf_06_opt,-808.457570,-808.204969,0.379264,-808.058587,0.064074,0.061118,-808.122661,-808.119705,
o  I2b_inactive_censo_ensemble_clustered_conf_07_opt,-808.453236,-808.200329,0.378739,-808.054579,0.064817,0.061747,-808.119396,-808.116326,
o  I2b_inactive_censo_ensemble_clustered_conf_08_opt,-808.456449,-808.203760,0.378594,-808.057890,0.066314,0.062218,-808.124204,-808.120108,
o  I2b_inactive_censo_ensemble_clustered_conf_09_opt,-808.456225,-808.203473,0.379106,-808.057368,0.064779,0.061434,-808.122147,-808.118802,
o  I2b_inactive_censo_ensemble_clustered_conf_10_opt,-808.453733,-808.201011,0.378116,-808.055426,0.066655,0.062613,-808.122081,-808.118039,
o  I2b_pyridinium_censo_ensemble_clustered_conf_01_opt,-807.274847,-807.022689,0.355797,-806.899492,0.064828,0.061265,-806.964321,-806.960757,
o  I2b_pyridinium_censo_ensemble_clustered_conf_03_opt,-807.273968,-807.021889,0.355739,-806.898599,0.065386,0.061541,-806.963985,-806.960140,
o  I2b_pyridinium_censo_ensemble_clustered_conf_05_opt,-807.273491,-807.021318,0.355921,-806.898136,0.064155,0.060879,-806.962291,-806.959014,
o  I2b_pyridinium_censo_ensemble_clustered_conf_06_opt,-807.277003,-807.025190,0.355721,-806.901810,0.064037,0.060799,-806.965847,-806.962609,
o  I2b_pyridinium_censo_ensemble_clustered_conf_08_opt,-807.277315,-807.025454,0.355650,-806.902143,0.064743,0.061104,-806.966887,-806.963247,
o  I2b_pyridinium_censo_ensemble_clustered_conf_10_opt,-807.276334,-807.024496,0.356008,-806.900979,0.063793,0.060557,-806.964771,-806.961535,
o  I2b_reduced_censo_ensemble_clustered_conf_01_opt,-808.015630,-807.763201,0.365065,-807.630566,0.066100,0.062089,-807.696666,-807.692655,
o  I2b_reduced_censo_ensemble_clustered_conf_02_opt,-808.013708,-807.760849,0.364705,-807.628888,0.066921,0.062538,-807.695809,-807.691425,
o  I2b_reduced_censo_ensemble_clustered_conf_04_opt,-808.015637,-807.763128,0.365148,-807.630544,0.065954,0.061998,-807.696498,-807.692542,
o  I2b_reduced_censo_ensemble_clustered_conf_05_opt,-808.012443,-807.760178,0.364755,-807.627526,0.067156,0.062728,-807.694682,-807.690253,
o  I2b_reduced_censo_ensemble_clustered_conf_06_opt,-808.014332,-807.761850,0.365052,-807.629301,0.065536,0.061808,-807.694836,-807.691109,
o  I2b_reduced_censo_ensemble_clustered_conf_09_opt,-808.011485,-807.758973,0.364608,-807.626633,0.068343,0.063349,-807.694976,-807.689982,
o  I2b_reduced_censo_ensemble_clustered_conf_10_opt,-808.013646,-807.761182,0.364987,-807.628652,0.066970,0.062507,-807.695622,-807.691158,
o  I5a_inactive_censo_ensemble_clustered_conf_01_opt,-865.018285,-864.742562,0.353527,-864.645360,0.065729,0.061342,-864.711090,-864.706703,
o  I5a_inactive_censo_ensemble_clustered_conf_02_opt,-865.018065,-864.742362,0.353617,-864.645114,0.065512,0.061162,-864.710626,-864.706276,
o  I5a_inactive_censo_ensemble_clustered_conf_03_opt,-865.018257,-864.742790,0.353716,-864.645331,0.064921,0.060796,-864.710251,-864.706127,
o  I5a_inactive_censo_ensemble_clustered_conf_05_opt,-865.014472,-864.738502,0.353228,-864.641702,0.065430,0.061437,-864.707132,-864.703139,
o  I5a_inactive_censo_ensemble_clustered_conf_06_opt,-865.013541,-864.737585,0.353200,-864.640814,0.065769,0.061463,-864.706582,-864.702277,
o  I5a_inactive_censo_ensemble_clustered_conf_08_opt,-865.015804,-864.739886,0.353206,-864.643074,0.065765,0.061528,-864.708839,-864.704602,
o  I5a_inactive_censo_ensemble_clustered_conf_09_opt,-865.015246,-864.739479,0.353571,-864.642254,0.065384,0.061228,-864.707638,-864.703482,
o  I5a_inactive_censo_ensemble_clustered_conf_10_opt,-865.016435,-864.740703,0.353294,-864.643698,0.065303,0.061216,-864.709001,-864.704913,
o  I5a_pyridinium_censo_ensemble_clustered_conf_01_opt,-863.839948,-863.565148,0.331536,-863.489864,0.063560,0.059565,-863.553424,-863.549428,
o  I5a_pyridinium_censo_ensemble_clustered_conf_02_opt,-863.840199,-863.565243,0.331810,-863.489998,0.062087,0.058823,-863.552084,-863.548820,
o  I5a_pyridinium_censo_ensemble_clustered_conf_03_opt,-863.835970,-863.560958,0.331251,-863.486074,0.063301,0.059596,-863.549375,-863.545670,
o  I5a_pyridinium_censo_ensemble_clustered_conf_04_opt,-863.835808,-863.560741,0.331148,-863.485857,0.064243,0.060136,-863.550100,-863.545993,
o  I5a_pyridinium_censo_ensemble_clustered_conf_07_opt,-863.838115,-863.563153,0.331096,-863.488355,0.063315,0.059619,-863.551670,-863.547974,
o  I5a_pyridinium_censo_ensemble_clustered_conf_10_opt,-863.836166,-863.561159,0.331242,-863.486115,0.065729,0.060739,-863.551845,-863.546854,
o  I5a_reduced_censo_ensemble_clustered_conf_01_opt,-864.554389,-864.279680,0.339938,-864.195011,0.066817,0.061846,-864.261827,-864.256857,
o  I5a_reduced_censo_ensemble_clustered_conf_02_opt,-864.557664,-864.282870,0.340256,-864.198268,0.063979,0.060397,-864.262247,-864.258665,
o  I5a_reduced_censo_ensemble_clustered_conf_03_opt,-864.557487,-864.282781,0.339846,-864.198294,0.065337,0.061145,-864.263631,-864.259439,
o  I5a_reduced_censo_ensemble_clustered_conf_04_opt,-864.555395,-864.280580,0.339866,-864.196251,0.064458,0.060807,-864.260709,-864.257058,
o  I5a_reduced_censo_ensemble_clustered_conf_05_opt,-864.556730,-864.282183,0.340071,-864.197400,0.065589,0.061156,-864.262989,-864.258556,
o  I5a_reduced_censo_ensemble_clustered_conf_07_opt,-864.551684,-864.277249,0.339817,-864.192297,0.068383,0.062694,-864.260680,-864.254991,
o  I5a_reduced_censo_ensemble_clustered_conf_08_opt,-864.555098,-864.280409,0.339943,-864.195877,0.064739,0.060888,-864.260616,-864.256765,
